Category,Product,Month/Year,Projected Sales,Actual Sales,Actual Purchases
Clothing,Product_93,Apr/2022,1557,1307,1255
Clothing,Product_93,May/2022,1096,1246,1247
Clothing,Product_93,May/2022,1123,1115,1133
Clothing,Product_93,Jun/2022,840,972,947
Clothing,Product_93,Jul/2022,1755,1510,1586
Clothing,Product_93,Aug/2022,1558,1403,1421
Clothing,Product_93,Sep/2022,1823,1985,1908
Clothing,Product_93,Oct/2022,1979,2191,2119
Clothing,Product_93,Nov/2022,868,1167,1245
Clothing,Product_93,Dec/2022,1619,1457,1457
Clothing,Product_93,Jan/2023,1346,1377,1392
Clothing,Product_93,Feb/2023,551,434,450
Clothing,Product_93,Mar/2023,1708,1614,1630
Clothing,Product_93,Apr/2023,684,640,622
Clothing,Product_93,May/2023,1916,1783,1866
Clothing,Product_93,Jun/2023,753,546,475
Clothing,Product_93,Jul/2023,1946,2106,2168
Clothing,Product_93,Aug/2023,1243,1030,1064
Clothing,Product_93,Sep/2023,1948,2041,2127
Clothing,Product_93,Oct/2023,1547,1410,1406
Clothing,Product_93,Nov/2023,1627,1716,1627
Home & Kitchen,Product_94,Jan/2022,849,892,936
Home & Kitchen,Product_94,Jan/2022,1850,1703,1644
Home & Kitchen,Product_94,Mar/2022,796,679,775
Home & Kitchen,Product_94,Apr/2022,1958,1710,1717
Home & Kitchen,Product_94,May/2022,1130,1146,1232
Home & Kitchen,Product_94,May/2022,1413,1408,1468
Home & Kitchen,Product_94,Jun/2022,870,690,623
Home & Kitchen,Product_94,Jul/2022,915,618,677
Home & Kitchen,Product_94,Aug/2022,1018,730,747
Home & Kitchen,Product_94,Sep/2022,1519,1729,1768
Home & Kitchen,Product_94,Oct/2022,511,716,676
Home & Kitchen,Product_94,Nov/2022,944,1131,1147
Home & Kitchen,Product_94,Dec/2022,1339,1491,1411
Home & Kitchen,Product_94,Jan/2023,1731,1437,1399
Home & Kitchen,Product_94,Feb/2023,1620,1604,1662
Home & Kitchen,Product_94,Mar/2023,1787,2057,2010
Home & Kitchen,Product_94,Apr/2023,600,489,426
Home & Kitchen,Product_94,May/2023,612,669,578
Home & Kitchen,Product_94,Jun/2023,797,530,600
Home & Kitchen,Product_94,Jul/2023,1683,1688,1672
Home & Kitchen,Product_94,Aug/2023,679,429,356
Home & Kitchen,Product_94,Sep/2023,1353,1235,1176
Home & Kitchen,Product_94,Oct/2023,1876,1867,1923
Home & Kitchen,Product_94,Nov/2023,1853,2139,2182
Sports,Product_95,Jan/2022,863,1029,1120
Sports,Product_95,Jan/2022,1685,1753,1662
Sports,Product_95,Mar/2022,690,696,678
Sports,Product_95,Apr/2022,1254,1342,1259
Sports,Product_95,May/2022,1375,1638,1554
Sports,Product_95,May/2022,1099,1281,1215
Sports,Product_95,Jun/2022,749,730,714
Sports,Product_95,Jul/2022,1579,1702,1736
Sports,Product_95,Aug/2022,929,843,899
Sports,Product_95,Sep/2022,619,430,476
Sports,Product_95,Oct/2022,1994,2235,2157
Sports,Product_95,Nov/2022,1490,1484,1493
Sports,Product_95,Dec/2022,1746,1770,1736
Sports,Product_95,Jan/2023,1576,1864,1923
Sports,Product_95,Feb/2023,1224,1056,1113
Sports,Product_95,Mar/2023,1652,1860,1893
Sports,Product_95,Apr/2023,1993,2202,2228
Sports,Product_95,May/2023,868,806,887
Sports,Product_95,Jun/2023,1094,992,892
Sports,Product_95,Jul/2023,742,466,485
Sports,Product_95,Aug/2023,1780,1600,1688
Sports,Product_95,Sep/2023,924,1048,1053
Sports,Product_95,Oct/2023,593,634,623
Sports,Product_95,Nov/2023,1647,1564,1466
Sports,Product_96,Jan/2022,1811,1717,1793
Sports,Product_96,Jan/2022,1076,1036,953
Sports,Product_96,Mar/2022,1130,1137,1166
Sports,Product_96,Apr/2022,1626,1657,1753
Sports,Product_96,May/2022,512,328,403
Sports,Product_96,May/2022,1182,1231,1232
Sports,Product_96,Jun/2022,1983,2265,2322
Sports,Product_96,Jul/2022,559,438,387
Sports,Product_96,Aug/2022,1176,1222,1294
Sports,Product_96,Sep/2022,1481,1666,1575
Sports,Product_96,Oct/2022,1822,1661,1684
Sports,Product_96,Nov/2022,818,989,1026
Sports,Product_96,Dec/2022,1186,1359,1459
Sports,Product_96,Jan/2023,1347,1104,1137
Sports,Product_96,Feb/2023,1113,1391,1476
Sports,Product_96,Mar/2023,1888,1911,1953
Sports,Product_96,Apr/2023,1597,1316,1269
Sports,Product_96,May/2023,1682,1721,1711
Sports,Product_96,Jun/2023,635,487,458
Sports,Product_96,Jul/2023,563,610,606
Sports,Product_96,Aug/2023,1783,2030,1972
Sports,Product_96,Sep/2023,1669,1767,1714
Sports,Product_96,Oct/2023,1718,1537,1637
Sports,Product_96,Nov/2023,1131,1153,1234
Sports,Product_97,Jan/2022,564,542,547
Sports,Product_97,Jan/2022,677,885,845
Sports,Product_97,Mar/2022,1261,1423,1400
Sports,Product_97,Apr/2022,942,1179,1156
Sports,Product_97,May/2022,858,672,667
Sports,Product_97,May/2022,576,482,405
Sports,Product_97,Jun/2022,1408,1626,1532
Sports,Product_97,Jul/2022,1488,1700,1639
Sports,Product_97,Aug/2022,889,937,960
Sports,Product_97,Sep/2022,2000,2236,2215
Sports,Product_97,Oct/2022,1170,1016,1112
Sports,Product_97,Nov/2022,701,929,1002
Sports,Product_97,Dec/2022,771,681,766
Sports,Product_97,Jan/2023,574,744,743
Sports,Product_97,Feb/2023,1961,2195,2124
Sports,Product_97,Mar/2023,508,526,437
Sports,Product_97,Apr/2023,1907,1696,1681
Sports,Product_97,May/2023,1456,1203,1129
Sports,Product_97,Jun/2023,1566,1585,1490
Sports,Product_97,Jul/2023,1682,1701,1764
Sports,Product_97,Aug/2023,929,957,908
Sports,Product_97,Sep/2023,894,887,857
Sports,Product_97,Oct/2023,1590,1616,1713
Sports,Product_97,Nov/2023,1403,1223,1192
Home & Kitchen,Product_98,Jan/2022,805,666,636
Home & Kitchen,Product_98,Jan/2022,734,449,508
Home & Kitchen,Product_98,Mar/2022,1646,1872,1798
Home & Kitchen,Product_98,Apr/2022,923,1178,1167
Home & Kitchen,Product_98,May/2022,1625,1651,1620
Home & Kitchen,Product_98,May/2022,789,779,825
Home & Kitchen,Product_98,Jun/2022,1001,876,794
Home & Kitchen,Product_98,Jul/2022,1137,1183,1221
Home & Kitchen,Product_98,Aug/2022,1408,1159,1092
Home & Kitchen,Product_98,Sep/2022,559,741,813
Home & Kitchen,Product_98,Oct/2022,603,411,409
Home & Kitchen,Product_98,Nov/2022,610,398,407
Home & Kitchen,Product_98,Dec/2022,1302,1185,1265
Home & Kitchen,Product_98,Jan/2023,1720,1876,1933
Home & Kitchen,Product_98,Feb/2023,1228,1247,1232
Home & Kitchen,Product_98,Mar/2023,905,1151,1071
Home & Kitchen,Product_98,Apr/2023,1453,1734,1667
Home & Kitchen,Product_98,May/2023,690,869,793
Home & Kitchen,Product_98,Jun/2023,1433,1450,1525
Home & Kitchen,Product_98,Jul/2023,1819,1995,2015
Home & Kitchen,Product_98,Aug/2023,974,903,839
Home & Kitchen,Product_98,Sep/2023,1763,1727,1720
Home & Kitchen,Product_98,Oct/2023,1302,1189,1268
Home & Kitchen,Product_98,Nov/2023,1862,1900,1883
Clothing,Product_99,Jan/2022,1428,1627,1534
Clothing,Product_99,Jan/2022,633,819,747
Clothing,Product_99,Mar/2022,1219,1409,1427
Clothing,Product_99,Apr/2022,849,838,934
Clothing,Product_99,May/2022,1213,1501,1433
Clothing,Product_99,May/2022,1540,1345,1348
Clothing,Product_99,Jun/2022,1962,1771,1754
Clothing,Product_99,Jul/2022,1638,1410,1387
Clothing,Product_99,Aug/2022,1591,1763,1765
Clothing,Product_99,Sep/2022,1709,1832,1793
Clothing,Product_99,Oct/2022,1771,1720,1760
Clothing,Product_99,Nov/2022,825,1018,1016
Clothing,Product_99,Dec/2022,635,683,636
Clothing,Product_99,Jan/2023,1921,2062,2162
Clothing,Product_99,Feb/2023,1391,1671,1658
Clothing,Product_99,Mar/2023,1615,1556,1500
Clothing,Product_99,Apr/2023,1857,1636,1725
Clothing,Product_99,May/2023,1957,2244,2268
Clothing,Product_99,Jun/2023,734,908,891
Clothing,Product_99,Jul/2023,1636,1435,1448
Clothing,Product_99,Aug/2023,860,875,878
Clothing,Product_99,Sep/2023,642,453,528
Clothing,Product_99,Oct/2023,1721,1809,1792
Clothing,Product_99,Nov/2023,1512,1274,1197
Home & Kitchen,Product_100,Jan/2022,945,787,835
Home & Kitchen,Product_100,Jan/2022,1802,1502,1595
Home & Kitchen,Product_100,Mar/2022,800,652,667
Home & Kitchen,Product_100,Apr/2022,1588,1586,1585
Home & Kitchen,Product_100,May/2022,1760,2051,2065
Home & Kitchen,Product_100,May/2022,900,810,884
Home & Kitchen,Product_100,Jun/2022,1148,1154,1199
Home & Kitchen,Product_100,Jul/2022,1891,1902,1913
Home & Kitchen,Product_100,Aug/2022,1970,2022,1944
Home & Kitchen,Product_100,Sep/2022,1693,1401,1457
Home & Kitchen,Product_100,Oct/2022,1545,1658,1590
Home & Kitchen,Product_100,Nov/2022,1102,865,859
Home & Kitchen,Product_100,Dec/2022,1624,1378,1278
Home & Kitchen,Product_100,Jan/2023,1940,2213,2204
Home & Kitchen,Product_100,Feb/2023,724,712,619
Home & Kitchen,Product_100,Mar/2023,981,1123,1202
Home & Kitchen,Product_100,Apr/2023,1708,1811,1871
Home & Kitchen,Product_100,May/2023,1151,1242,1245
Home & Kitchen,Product_100,Jun/2023,1281,1426,1465
Home & Kitchen,Product_100,Jul/2023,932,809,830
Home & Kitchen,Product_100,Aug/2023,784,676,718
Home & Kitchen,Product_100,Sep/2023,1287,1355,1361
Home & Kitchen,Product_100,Oct/2023,815,810,881
Home & Kitchen,Product_100,Nov/2023,757,594,496
